Edge		Weight
13 - 364		14
13 - 365		14
13 - 366		14
13 - 367		14
13 - 368		12
13 - 369		10
13 - 370		4
13 - 371		6
13 - 372		8
13 - 373		14
13 - 374		12
13 - 375		10
13 - 376		10
13 - 377		12
13 - 378		14
13 - 379		14
13 - 380		14
13 - 381		12
13 - 382		4
13 - 383		6
13 - 384		12
13 - 385		10
13 - 386		12
13 - 387		14
13 - 388		14
12 - 14		14
12 - 15		14
12 - 16		14
12 - 17		14
12 - 18		14
12 - 19		14
12 - 20		14
12 - 21		10
12 - 22		6
12 - 23		2
12 - 24		2
12 - 25		4
12 - 26		8
12 - 27		12
12 - 28		14
12 - 29		14
12 - 30		14
12 - 31		14
12 - 32		4
12 - 33		10
12 - 34		14
12 - 35		14
12 - 36		14
12 - 37		14
12 - 38		14
12 - 39		6
12 - 40		4
12 - 41		2
12 - 42		8
12 - 43		12
12 - 44		14
12 - 45		14
12 - 46		14
12 - 47		14
12 - 48		14
12 - 49		14
12 - 50		12
12 - 51		8
12 - 52		4
12 - 53		6
12 - 54		10
12 - 55		12
12 - 56		14
12 - 57		14
12 - 58		14
12 - 59		14
12 - 60		14
12 - 61		14
12 - 62		14
12 - 63		12
12 - 64		10
12 - 65		8
12 - 66		6
12 - 67		6
12 - 68		6
12 - 69		8
12 - 70		8
12 - 71		10
12 - 72		12
12 - 73		12
12 - 74		14
12 - 75		14
12 - 76		13
12 - 77		14
12 - 78		14
12 - 79		10
12 - 80		6
12 - 81		8
12 - 82		10
12 - 83		10
12 - 84		12
12 - 85		13
12 - 86		13
12 - 87		13
12 - 88		13
12 - 89		12
12 - 90		10
12 - 91		10
12 - 92		10
12 - 93		12
12 - 94		9
12 - 95		11
12 - 96		11
12 - 97		12
12 - 98		10
12 - 99		11
12 - 100		11
12 - 101		11
12 - 102		10
12 - 103		9
12 - 104		12
12 - 105		11
12 - 106		10
12 - 107		9
12 - 108		10
12 - 109		10
12 - 110		12
12 - 111		10
12 - 112		10
12 - 113		11
12 - 114		10
12 - 115		12
12 - 116		11
12 - 117		10
12 - 118		11
12 - 119		12
12 - 120		12
12 - 121		11
12 - 122		11
12 - 123		12
12 - 124		10
12 - 125		12
12 - 126		12
12 - 127		12
12 - 128		12
12 - 129		12
12 - 130		12
12 - 131		11
12 - 132		12
12 - 133		12
12 - 134		12
12 - 135		12
12 - 136		12
12 - 137		12
12 - 138		12
12 - 139		12
12 - 140		12
12 - 141		12
12 - 142		12
12 - 143		12
12 - 144		12
12 - 145		10
12 - 146		10
12 - 147		12
12 - 148		12
12 - 149		12
12 - 150		12
12 - 151		12
12 - 152		12
12 - 153		12
12 - 154		12
12 - 155		12
12 - 156		12
12 - 157		12
12 - 158		12
12 - 159		12
12 - 160		10
12 - 161		12
12 - 162		12
12 - 163		12
12 - 164		12
12 - 165		12
12 - 166		12
12 - 167		12
12 - 168		12
12 - 169		12
12 - 170		12
12 - 171		12
12 - 172		12
12 - 173		12
12 - 174		12
12 - 175		12
12 - 176		12
12 - 177		12
12 - 178		12
12 - 179		12
12 - 180		12
12 - 181		12
12 - 182		12
12 - 183		12
12 - 184		12
12 - 185		12
12 - 186		12
12 - 187		12
12 - 188		12
12 - 189		12
12 - 190		12
12 - 191		12
12 - 192		12
12 - 193		12
12 - 194		12
12 - 195		12
12 - 196		12
12 - 197		12
12 - 198		12
12 - 199		12
12 - 200		14
12 - 201		12
12 - 202		12
12 - 203		12
12 - 204		12
12 - 205		12
12 - 206		12
12 - 207		12
12 - 208		12
12 - 209		12
12 - 210		12
12 - 211		12
12 - 212		12
12 - 213		12
12 - 214		12
12 - 215		12
12 - 216		12
12 - 217		12
12 - 218		12
12 - 219		12
12 - 220		12
12 - 221		12
12 - 222		12
12 - 223		12
12 - 224		12
12 - 225		12
12 - 226		12
12 - 227		12
12 - 228		12
12 - 229		12
12 - 230		12
12 - 231		12
12 - 232		12
12 - 233		12
12 - 234		12
12 - 235		12
12 - 236		12
12 - 237		12
12 - 238		14
12 - 239		12
12 - 240		12
12 - 241		12
12 - 242		12
12 - 243		12
12 - 244		12
12 - 245		12
12 - 246		12
12 - 247		12
12 - 248		12
12 - 249		12
12 - 250		14
12 - 251		12
12 - 252		12
12 - 253		12
12 - 254		12
12 - 255		12
12 - 256		14
12 - 257		12
12 - 258		12
12 - 259		12
12 - 260		12
12 - 261		12
12 - 262		12
12 - 263		12
12 - 264		12
12 - 265		12
12 - 266		12
12 - 267		12
12 - 268		12
12 - 269		12
12 - 270		12
12 - 271		11
12 - 272		11
12 - 273		11
12 - 274		13
12 - 275		12
12 - 276		12
12 - 277		11
12 - 278		11
12 - 279		10
12 - 280		12
12 - 281		12
12 - 282		10
12 - 283		10
12 - 284		12
12 - 285		12
12 - 286		12
12 - 287		12
12 - 288		10
12 - 289		10
12 - 290		9
12 - 291		11
12 - 292		11
12 - 293		9
12 - 294		13
12 - 295		11
12 - 296		10
12 - 297		11
12 - 298		14
12 - 299		12
12 - 300		11
12 - 301		10
12 - 302		11
12 - 303		13
12 - 304		12
12 - 305		12
12 - 306		10
12 - 307		9
12 - 308		11
12 - 309		9
12 - 310		12
12 - 311		12
12 - 312		13
12 - 313		10
12 - 314		14
12 - 315		12
12 - 316		10
12 - 317		10
12 - 318		10
12 - 319		10
12 - 320		14
12 - 321		10
12 - 322		10
12 - 323		12
12 - 324		12
12 - 325		14
12 - 326		14
12 - 327		12
12 - 328		12
12 - 329		10
12 - 330		10
12 - 331		8
12 - 332		10
12 - 333		8
12 - 334		10
12 - 335		8
12 - 336		10
12 - 337		10
12 - 338		12
12 - 339		12
12 - 340		14
12 - 341		14
12 - 342		10
12 - 343		12
12 - 344		12
12 - 345		10
12 - 346		8
12 - 347		8
12 - 348		12
12 - 349		14
12 - 350		12
12 - 351		10
12 - 352		10
12 - 353		10
12 - 354		12
12 - 355		14
12 - 356		12
12 - 357		10
12 - 358		8
12 - 359		6
12 - 360		6
12 - 361		8
12 - 362		10
12 - 363		12
12 - 364		14
12 - 365		14
12 - 366		14
12 - 367		14
12 - 368		12
12 - 369		10
12 - 370		10
12 - 371		12
12 - 372		14
12 - 373		8
12 - 374		6
12 - 375		4
12 - 376		10
12 - 377		12
12 - 378		14
12 - 379		14
12 - 380		14
12 - 381		12
12 - 382		10
12 - 383		12
12 - 384		6
12 - 385		4
12 - 386		12
12 - 387		14
12 - 388		14
11 - 13		14
11 - 14		14
11 - 15		14
11 - 16		14
11 - 17		14
11 - 18		14
11 - 19		12
11 - 20		8
11 - 21		2
11 - 22		2
11 - 23		6
11 - 24		10
11 - 25		12
11 - 26		14
11 - 27		14
11 - 28		14
11 - 29		14
11 - 30		14
11 - 31		10
11 - 32		4
11 - 33		14
11 - 34		14
11 - 35		14
11 - 36		14
11 - 37		12
11 - 38		8
11 - 39		2
11 - 40		4
11 - 41		6
11 - 42		14
11 - 43		14
11 - 44		14
11 - 45		14
11 - 46		14
11 - 47		14
11 - 48		12
11 - 49		10
11 - 50		6
11 - 51		4
11 - 52		8
11 - 53		12
11 - 54		14
11 - 55		14
11 - 56		14
11 - 57		14
11 - 58		14
11 - 59		14
11 - 60		12
11 - 61		12
11 - 62		10
11 - 63		8
11 - 64		8
11 - 65		6
11 - 66		6
11 - 67		6
11 - 68		8
11 - 69		10
11 - 70		12
11 - 71		14
11 - 72		14
11 - 73		14
11 - 74		14
11 - 75		14
11 - 76		13
11 - 77		12
11 - 78		10
11 - 79		10
11 - 80		8
11 - 81		6
11 - 82		10
11 - 83		14
11 - 84		14
11 - 85		13
11 - 86		11
11 - 87		11
11 - 88		9
11 - 89		12
11 - 90		10
11 - 91		10
11 - 92		10
11 - 93		12
11 - 94		13
11 - 95		13
11 - 96		13
11 - 97		10
11 - 98		12
11 - 99		11
11 - 100		11
11 - 101		9
11 - 102		10
11 - 103		11
11 - 104		12
11 - 105		9
11 - 106		10
11 - 107		11
11 - 108		10
11 - 109		12
11 - 110		10
11 - 111		10
11 - 112		10
11 - 113		11
11 - 114		12
11 - 115		10
11 - 116		11
11 - 117		10
11 - 118		11
11 - 119		12
11 - 120		12
11 - 121		11
11 - 122		11
11 - 123		12
11 - 124		12
11 - 125		12
11 - 126		12
11 - 127		12
11 - 128		12
11 - 129		10
11 - 130		12
11 - 131		11
11 - 132		12
11 - 133		12
11 - 134		12
11 - 135		12
11 - 136		12
11 - 137		12
11 - 138		12
11 - 139		12
11 - 140		12
11 - 141		12
11 - 142		12
11 - 143		12
11 - 144		12
11 - 145		12
11 - 146		12
11 - 147		12
11 - 148		12
11 - 149		12
11 - 150		12
11 - 151		12
11 - 152		12
11 - 153		10
11 - 154		10
11 - 155		12
11 - 156		12
11 - 157		12
11 - 158		12
11 - 159		12
11 - 160		12
11 - 161		12
11 - 162		12
11 - 163		12
11 - 164		12
11 - 165		12
11 - 166		12
11 - 167		12
11 - 168		10
11 - 169		12
11 - 170		12
11 - 171		12
11 - 172		12
11 - 173		12
11 - 174		12
11 - 175		12
11 - 176		12
11 - 177		12
11 - 178		12
11 - 179		12
11 - 180		12
11 - 181		12
11 - 182		12
11 - 183		12
11 - 184		12
11 - 185		12
11 - 186		12
11 - 187		12
11 - 188		12
11 - 189		12
11 - 190		12
11 - 191		12
11 - 192		12
11 - 193		12
11 - 194		12
11 - 195		12
11 - 196		12
11 - 197		12
11 - 198		12
11 - 199		12
11 - 200		12
11 - 201		12
11 - 202		14
11 - 203		12
11 - 204		12
11 - 205		12
11 - 206		12
11 - 207		12
11 - 208		12
11 - 209		12
11 - 210		12
11 - 211		12
11 - 212		12
11 - 213		12
11 - 214		12
11 - 215		12
11 - 216		12
11 - 217		12
11 - 218		12
11 - 219		12
11 - 220		12
11 - 221		12
11 - 222		12
11 - 223		12
11 - 224		12
11 - 225		12
11 - 226		12
11 - 227		12
11 - 228		12
11 - 229		12
11 - 230		12
11 - 231		12
11 - 232		12
11 - 233		12
11 - 234		12
11 - 235		12
11 - 236		12
11 - 237		12
11 - 238		12
11 - 239		12
11 - 240		12
11 - 241		12
11 - 242		12
11 - 243		12
11 - 244		12
11 - 245		12
11 - 246		12
11 - 247		12
11 - 248		14
11 - 249		12
11 - 250		12
11 - 251		12
11 - 252		12
11 - 253		12
11 - 254		14
11 - 255		12
11 - 256		12
11 - 257		12
11 - 258		12
11 - 259		12
11 - 260		12
11 - 261		12
11 - 262		12
11 - 263		12
11 - 264		12
11 - 265		12
11 - 266		12
11 - 267		12
11 - 268		12
11 - 269		14
11 - 270		12
11 - 271		11
11 - 272		11
11 - 273		11
11 - 274		11
11 - 275		12
11 - 276		12
11 - 277		13
11 - 278		11
11 - 279		10
11 - 280		12
11 - 281		12
11 - 282		10
11 - 283		10
11 - 284		10
11 - 285		12
11 - 286		12
11 - 287		12
11 - 288		12
11 - 289		10
11 - 290		9
11 - 291		11
11 - 292		11
11 - 293		9
11 - 294		11
11 - 295		13
11 - 296		10
11 - 297		11
11 - 298		12
11 - 299		14
11 - 300		11
11 - 301		10
11 - 302		11
11 - 303		9
11 - 304		10
11 - 305		12
11 - 306		12
11 - 307		13
11 - 308		11
11 - 309		13
11 - 310		12
11 - 311		12
11 - 312		9
11 - 313		14
11 - 314		10
11 - 315		10
11 - 316		10
11 - 317		10
11 - 318		12
11 - 319		14
11 - 320		10
11 - 321		14
11 - 322		14
11 - 323		12
11 - 324		12
11 - 325		10
11 - 326		10
11 - 327		8
11 - 328		10
11 - 329		8
11 - 330		10
11 - 331		8
11 - 332		10
11 - 333		10
11 - 334		12
11 - 335		12
11 - 336		14
11 - 337		14
11 - 338		12
11 - 339		12
11 - 340		10
11 - 341		10
11 - 342		14
11 - 343		12
11 - 344		8
11 - 345		8
11 - 346		10
11 - 347		12
11 - 348		12
11 - 349		10
11 - 350		14
11 - 351		14
11 - 352		14
11 - 353		14
11 - 354		12
11 - 355		10
11 - 356		8
11 - 357		6
11 - 358		6
11 - 359		8
11 - 360		10
11 - 361		12
11 - 362		14
11 - 363		12
11 - 364		10
11 - 365		10
11 - 366		10
11 - 367		12
11 - 368		14
11 - 369		14
11 - 370		14
11 - 371		12
11 - 372		10
11 - 373		4
11 - 374		6
11 - 375		8
11 - 376		14
11 - 377		12
11 - 378		10
11 - 379		10
11 - 380		12
11 - 381		14
11 - 382		14
11 - 383		12
11 - 384		4
11 - 385		6
11 - 386		12
11 - 387		10
11 - 388		12
10 - 12		12
10 - 13		14
10 - 14		14
10 - 15		14
10 - 16		14
10 - 17		14
10 - 18		12
10 - 19		8
10 - 20		4
10 - 21		2
10 - 22		6
10 - 23		10
10 - 24		14
10 - 25		14
10 - 26		14
10 - 27		14
10 - 28		14
10 - 29		14
10 - 30		14
10 - 31		6
10 - 32		8
10 - 33		14
10 - 34		14
10 - 35		14
10 - 36		14
10 - 37		8
10 - 38		4
10 - 39		6
10 - 40		8
10 - 41		10
10 - 42		14
10 - 43		14
10 - 44		14
10 - 45		14
10 - 46		14
10 - 47		14
10 - 48		10
10 - 49		6
10 - 50		2
10 - 51		4
10 - 52		12
10 - 53		14
10 - 54		14
10 - 55		14
10 - 56		14
10 - 57		14
10 - 58		14
10 - 59		14
10 - 60		12
10 - 61		10
10 - 62		8
10 - 63		4
10 - 64		4
10 - 65		6
10 - 66		6
10 - 67		10
10 - 68		12
10 - 69		12
10 - 70		14
10 - 71		14
10 - 72		14
10 - 73		14
10 - 74		14
10 - 75		14
10 - 76		13
10 - 77		12
10 - 78		8
10 - 79		6
10 - 80		8
10 - 81		10
10 - 82		12
10 - 83		14
10 - 84		14
10 - 85		13
10 - 86		11
10 - 87		11
10 - 88		9
10 - 89		10
10 - 90		8
10 - 91		10
10 - 92		12
10 - 93		12
10 - 94		13
10 - 95		13
10 - 96		13
10 - 97		10
10 - 98		12
10 - 99		11
10 - 100		11
10 - 101		9
10 - 102		10
10 - 103		9
10 - 104		12
10 - 105		11
10 - 106		10
10 - 107		11
10 - 108		10
10 - 109		10
10 - 110		12
10 - 111		10
10 - 112		10
10 - 113		11
10 - 114		12
10 - 115		12
10 - 116		11
10 - 117		10
10 - 118		11
10 - 119		10
10 - 120		12
10 - 121		11
10 - 122		11
10 - 123		12
10 - 124		12
10 - 125		10
10 - 126		12
10 - 127		12
10 - 128		12
10 - 129		12
10 - 130		12
10 - 131		11
10 - 132		12
10 - 133		10
10 - 134		10
10 - 135		12
10 - 136		12
10 - 137		12
10 - 138		12
10 - 139		12
10 - 140		12
10 - 141		12
10 - 142		12
10 - 143		12
10 - 144		12
10 - 145		12
10 - 146		12
10 - 147		12
10 - 148		10
10 - 149		12
10 - 150		12
10 - 151		12
10 - 152		12
10 - 153		12
10 - 154		12
10 - 155		12
10 - 156		12
10 - 157		12
10 - 158		12
10 - 159		12
10 - 160		12
10 - 161		12
10 - 162		12
10 - 163		10
10 - 164		12
10 - 165		12
10 - 166		12
10 - 167		12
10 - 168		12
10 - 169		12
10 - 170		12
10 - 171		12
10 - 172		12
10 - 173		12
10 - 174		12
10 - 175		12
10 - 176		12
10 - 177		12
10 - 178		12
10 - 179		12
10 - 180		12
10 - 181		12
10 - 182		12
10 - 183		12
10 - 184		12
10 - 185		12
10 - 186		12
10 - 187		12
10 - 188		12
10 - 189		12
10 - 190		12
10 - 191		12
10 - 192		12
10 - 193		12
10 - 194		12
10 - 195		12
10 - 196		12
10 - 197		12
10 - 198		12
10 - 199		12
10 - 200		12
10 - 201		12
10 - 202		12
10 - 203		12
10 - 204		12
10 - 205		12
10 - 206		12
10 - 207		12
10 - 208		12
10 - 209		12
10 - 210		12
10 - 211		12
10 - 212		12
10 - 213		12
10 - 214		12
10 - 215		12
10 - 216		12
10 - 217		12
10 - 218		14
10 - 219		12
10 - 220		12
10 - 221		12
10 - 222		12
10 - 223		12
10 - 224		12
10 - 225		12
10 - 226		12
10 - 227		12
10 - 228		12
10 - 229		12
10 - 230		12
10 - 231		12
10 - 232		12
10 - 233		12
10 - 234		12
10 - 235		12
10 - 236		12
10 - 237		12
10 - 238		12
10 - 239		12
10 - 240		12
10 - 241		12
10 - 242		14
10 - 243		12
10 - 244		12
10 - 245		12
10 - 246		12
10 - 247		12
10 - 248		12
10 - 249		12
10 - 250		12
10 - 251		12
10 - 252		12
10 - 253		12
10 - 254		12
10 - 255		12
10 - 256		12
10 - 257		12
10 - 258		12
10 - 259		12
10 - 260		14
10 - 261		14
10 - 262		14
10 - 263		12
10 - 264		12
10 - 265		12
10 - 266		12
10 - 267		12
10 - 268		12
10 - 269		12
10 - 270		12
10 - 271		11
10 - 272		11
10 - 273		11
10 - 274		11
10 - 275		12
10 - 276		14
10 - 277		11
10 - 278		11
10 - 279		10
10 - 280		12
10 - 281		12
10 - 282		10
10 - 283		10
10 - 284		10
10 - 285		12
10 - 286		14
10 - 287		12
10 - 288		10
10 - 289		10
10 - 290		9
10 - 291		11
10 - 292		11
10 - 293		9
10 - 294		11
10 - 295		11
10 - 296		10
10 - 297		11
10 - 298		12
10 - 299		10
10 - 300		9
10 - 301		10
10 - 302		11
10 - 303		9
10 - 304		10
10 - 305		14
10 - 306		12
10 - 307		11
10 - 308		11
10 - 309		13
10 - 310		12
10 - 311		10
10 - 312		9
10 - 313		14
10 - 314		10
10 - 315		10
10 - 316		12
10 - 317		14
10 - 318		12
10 - 319		10
10 - 320		10
10 - 321		14
10 - 322		14
10 - 323		12
10 - 324		12
10 - 325		10
10 - 326		10
10 - 327		8
10 - 328		10
10 - 329		10
10 - 330		12
10 - 331		12
10 - 332		14
10 - 333		14
10 - 334		12
10 - 335		12
10 - 336		10
10 - 337		10
10 - 338		8
10 - 339		10
10 - 340		8
10 - 341		10
10 - 342		14
10 - 343		12
10 - 344		8
10 - 345		10
10 - 346		14
10 - 347		12
10 - 348		8
10 - 349		8
10 - 350		14
10 - 351		14
10 - 352		14
10 - 353		14
10 - 354		12
10 - 355		10
10 - 356		8
10 - 357		8
10 - 358		10
10 - 359		12
10 - 360		14
10 - 361		12
10 - 362		10
10 - 363		8
10 - 364		6
10 - 365		8
10 - 366		10
10 - 367		12
10 - 368		14
10 - 369		14
10 - 370		14
10 - 371		12
10 - 372		10
10 - 373		8
10 - 374		10
10 - 375		12
10 - 376		10
10 - 377		8
10 - 378		6
10 - 379		10
10 - 380		12
10 - 381		14
10 - 382		14
10 - 383		12
10 - 384		8
10 - 385		10
10 - 386		8
10 - 387		6
10 - 388		12
9 - 11		6
9 - 12		14
9 - 13		14
9 - 14		14
9 - 15		14
9 - 16		14
9 - 17		14
9 - 18		10
9 - 19		6
9 - 20		2
9 - 21		4
9 - 22		8
9 - 23		12
9 - 24		14
9 - 25		14
9 - 26		14
9 - 27		14
9 - 28		14
9 - 29		14
9 - 30		14
9 - 31		4
9 - 32		10
9 - 33		14
9 - 34		14
9 - 35		14
9 - 36		14
9 - 37		6
9 - 38		2
9 - 39		8
9 - 40		10
9 - 41		12
9 - 42		14
9 - 43		14
9 - 44		14
9 - 45		14
9 - 46		14
9 - 47		12
9 - 48		8
9 - 49		4
9 - 50		4
9 - 51		6
9 - 52		12
9 - 53		14
9 - 54		14
9 - 55		14
9 - 56		14
9 - 57		14
9 - 58		14
9 - 59		12
9 - 60		10
9 - 61		8
9 - 62		6
9 - 63		6
9 - 64		6
9 - 65		8
9 - 66		8
9 - 67		10
9 - 68		12
9 - 69		12
9 - 70		14
9 - 71		14
9 - 72		14
9 - 73		14
9 - 74		14
9 - 75		14
9 - 76		13
9 - 77		10
9 - 78		6
9 - 79		8
9 - 80		10
9 - 81		10
9 - 82		12
9 - 83		14
9 - 84		14
9 - 85		13
9 - 86		11
9 - 87		9
9 - 88		7
9 - 89		8
9 - 90		10
9 - 91		10
9 - 92		12
9 - 93		12
9 - 94		13
9 - 95		13
9 - 96		13
9 - 97		10
9 - 98		12
9 - 99		9
9 - 100		11
9 - 101		9
9 - 102		8
9 - 103		11
9 - 104		12
9 - 105		11
9 - 106		10
9 - 107		11
9 - 108		10
9 - 109		12
9 - 110		12
9 - 111		10
9 - 112		10
9 - 113		9
9 - 114		12
9 - 115		12
9 - 116		11
9 - 117		10
9 - 118		11
9 - 119		12
9 - 120		12
9 - 121		11
9 - 122		11
9 - 123		10
9 - 124		12
9 - 125		12
9 - 126		12
9 - 127		12
9 - 128		12
9 - 129		12
9 - 130		12
9 - 131		11
9 - 132		12
9 - 133		12
9 - 134		12
9 - 135		12
9 - 136		12
9 - 137		12
9 - 138		12
9 - 139		12
9 - 140		12
9 - 141		12
9 - 142		12
9 - 143		10
9 - 144		10
9 - 145		12
9 - 146		12
9 - 147		12
9 - 148		12
9 - 149		12
9 - 150		12
9 - 151		12
9 - 152		12
9 - 153		12
9 - 154		12
9 - 155		12
9 - 156		12
9 - 157		12
9 - 158		12
9 - 159		10
9 - 160		12
9 - 161		12
9 - 162		12
9 - 163		12
9 - 164		12
9 - 165		12
9 - 166		12
9 - 167		12
9 - 168		12
9 - 169		12
9 - 170		12
9 - 171		12
9 - 172		12
9 - 173		12
9 - 174		12
9 - 175		12
9 - 176		12
9 - 177		12
9 - 178		12
9 - 179		12
9 - 180		12
9 - 181		12
9 - 182		12
9 - 183		12
9 - 184		12
9 - 185		12
9 - 186		12
9 - 187		12
9 - 188		12
9 - 189		12
9 - 190		12
9 - 191		12
9 - 192		12
9 - 193		12
9 - 194		12
9 - 195		12
9 - 196		12
9 - 197		12
9 - 198		12
9 - 199		12
9 - 200		12
9 - 201		12
9 - 202		12
9 - 203		12
9 - 204		12
9 - 205		14
9 - 206		12
9 - 207		12
9 - 208		12
9 - 209		12
9 - 210		12
9 - 211		12
9 - 212		12
9 - 213		12
9 - 214		12
9 - 215		12
9 - 216		12
9 - 217		12
9 - 218		12
9 - 219		12
9 - 220		12
9 - 221		12
9 - 222		12
9 - 223		12
9 - 224		12
9 - 225		12
9 - 226		12
9 - 227		12
9 - 228		12
9 - 229		12
9 - 230		12
9 - 231		12
9 - 232		12
9 - 233		12
9 - 234		12
9 - 235		12
9 - 236		12
9 - 237		12
9 - 238		12
9 - 239		14
9 - 240		12
9 - 241		12
9 - 242		12
9 - 243		12
9 - 244		12
9 - 245		12
9 - 246		12
9 - 247		12
9 - 248		12
9 - 249		12
9 - 250		12
9 - 251		14
9 - 252		12
9 - 253		12
9 - 254		12
9 - 255		12
9 - 256		12
9 - 257		14
9 - 258		12
9 - 259		12
9 - 260		12
9 - 261		12
9 - 262		12
9 - 263		12
9 - 264		12
9 - 265		12
9 - 266		12
9 - 267		12
9 - 268		12
9 - 269		12
9 - 270		12
9 - 271		11
9 - 272		11
9 - 273		11
9 - 274		11
9 - 275		12
9 - 276		12
9 - 277		11
9 - 278		11
9 - 279		10
9 - 280		14
9 - 281		12
9 - 282		10
9 - 283		10
9 - 284		10
9 - 285		14
9 - 286		12
9 - 287		12
9 - 288		10
9 - 289		10
9 - 290		9
9 - 291		13
9 - 292		11
9 - 293		9
9 - 294		11
9 - 295		11
9 - 296		10
9 - 297		11
9 - 298		12
9 - 299		10
9 - 300		9
9 - 301		10
9 - 302		11
9 - 303		9
9 - 304		12
9 - 305		12
9 - 306		12
9 - 307		11
9 - 308		11
9 - 309		13
9 - 310		12
9 - 311		10
9 - 312		9
9 - 313		14
9 - 314		10
9 - 315		12
9 - 316		14
9 - 317		12
9 - 318		10
9 - 319		10
9 - 320		10
9 - 321		14
9 - 322		14
9 - 323		12
9 - 324		12
9 - 325		10
9 - 326		10
9 - 327		10
9 - 328		12
9 - 329		12
9 - 330		14
9 - 331		14
9 - 332		12
9 - 333		12
9 - 334		10
9 - 335		10
9 - 336		8
9 - 337		10
9 - 338		8
9 - 339		10
9 - 340		8
9 - 341		10
9 - 342		14
9 - 343		12
9 - 344		10
9 - 345		12
9 - 346		12
9 - 347		10
9 - 348		8
9 - 349		8
9 - 350		14
9 - 351		14
9 - 352		14
9 - 353		14
9 - 354		12
9 - 355		10
9 - 356		10
9 - 357		10
9 - 358		12
9 - 359		14
9 - 360		12
9 - 361		10
9 - 362		8
9 - 363		6
9 - 364		6
9 - 365		8
9 - 366		10
9 - 367		12
9 - 368		14
9 - 369		14
9 - 370		14
9 - 371		12
9 - 372		10
9 - 373		10
9 - 374		12
9 - 375		14
9 - 376		8
9 - 377		6
9 - 378		4
9 - 379		10
9 - 380		12
9 - 381		14
9 - 382		14
9 - 383		12
9 - 384		10
9 - 385		12
9 - 386		6
9 - 387		4
9 - 388		12
8 - 10		10
8 - 11		14
8 - 12		14
8 - 13		14
8 - 14		14
8 - 15		14
8 - 16		14
8 - 17		8
8 - 18		2
8 - 19		2
8 - 20		6
8 - 21		12
8 - 22		14
8 - 23		14
8 - 24		14
8 - 25		14
8 - 26		14
8 - 27		14
8 - 28		14
8 - 29		14
8 - 30		10
8 - 31		4
8 - 32		14
8 - 33		14
8 - 34		14
8 - 35		12
8 - 36		8
8 - 37		2
8 - 38		6
8 - 39		14
8 - 40		14
8 - 41		14
8 - 42		14
8 - 43		14
8 - 44		14
8 - 45		14
8 - 46		10
8 - 47		6
8 - 48		4
8 - 49		4
8 - 50		8
8 - 51		12
8 - 52		14
8 - 53		14
8 - 54		14
8 - 55		14
8 - 56		14
8 - 57		14
8 - 58		10
8 - 59		8
8 - 60		8
8 - 61		6
8 - 62		6
8 - 63		6
8 - 64		8
8 - 65		10
8 - 66		12
8 - 67		14
8 - 68		14
8 - 69		14
8 - 70		14
8 - 71		14
8 - 72		14
8 - 73		14
8 - 74		14
8 - 75		14
8 - 76		9
8 - 77		10
8 - 78		8
8 - 79		6
8 - 80		10
8 - 81		14
8 - 82		14
8 - 83		14
8 - 84		14
8 - 85		13
8 - 86		11
8 - 87		9
8 - 88		11
8 - 89		10
8 - 90		10
8 - 91		10
8 - 92		14
8 - 93		14
8 - 94		13
8 - 95		13
8 - 96		13
8 - 97		10
8 - 98		12
8 - 99		11
8 - 100		13
8 - 101		9
8 - 102		10
8 - 103		11
8 - 104		10
8 - 105		11
8 - 106		12
8 - 107		11
8 - 108		10
8 - 109		12
8 - 110		12
8 - 111		12
8 - 112		10
8 - 113		11
8 - 114		12
8 - 115		12
8 - 116		11
8 - 117		12
8 - 118		11
8 - 119		12
8 - 120		12
8 - 121		11
8 - 122		11
8 - 123		12
8 - 124		12
8 - 125		12
8 - 126		12
8 - 127		12
8 - 128		10
8 - 129		12
8 - 130		12
8 - 131		11
8 - 132		12
8 - 133		12
8 - 134		12
8 - 135		12
8 - 136		12
8 - 137		12
8 - 138		12
8 - 139		12
8 - 140		10
8 - 141		12
8 - 142		12
8 - 143		12
8 - 144		12
8 - 145		12
8 - 146		12
8 - 147		12
8 - 148		12
8 - 149		12
8 - 150		12
8 - 151		12
8 - 152		10
8 - 153		12
8 - 154		12
8 - 155		12
8 - 156		12
8 - 157		12
8 - 158		12
8 - 159		12
8 - 160		12
8 - 161		12
8 - 162		12
8 - 163		12
8 - 164		12
8 - 165		12
8 - 166		12
8 - 167		10
8 - 168		12
8 - 169		12
8 - 170		12
8 - 171		12
8 - 172		12
8 - 173		12
8 - 174		12
8 - 175		12
8 - 176		12
8 - 177		12
8 - 178		12
8 - 179		12
8 - 180		12
8 - 181		10
8 - 182		12
8 - 183		12
8 - 184		12
8 - 185		12
8 - 186		12
8 - 187		12
8 - 188		12
8 - 189		12
8 - 190		12
8 - 191		12
8 - 192		12
8 - 193		12
8 - 194		12
8 - 195		12
8 - 196		12
8 - 197		12
8 - 198		12
8 - 199		12
8 - 200		12
8 - 201		12
8 - 202		12
8 - 203		12
8 - 204		12
8 - 205		12
8 - 206		12
8 - 207		12
8 - 208		12
8 - 209		12
8 - 210		12
8 - 211		12
8 - 212		12
8 - 213		14
8 - 214		12
8 - 215		12
8 - 216		12
8 - 217		12
8 - 218		12
8 - 219		12
8 - 220		12
8 - 221		12
8 - 222		12
8 - 223		12
8 - 224		12
8 - 225		12
8 - 226		12
8 - 227		12
