Edge		Weight
32 - 174		6
32 - 175		6
32 - 176		8
32 - 177		10
32 - 178		8
32 - 179		8
32 - 180		7
32 - 181		9
32 - 182		8
32 - 183		6
32 - 184		8
32 - 185		6
32 - 186		6
32 - 187		10
32 - 188		8
32 - 189		8
32 - 190		9
31 - 33		8
31 - 34		10
31 - 35		10
31 - 36		9
31 - 37		9
31 - 38		8
31 - 39		8
31 - 40		9
31 - 41		9
31 - 42		6
31 - 43		4
31 - 44		4
31 - 45		9
31 - 46		9
31 - 47		8
31 - 48		7
31 - 49		8
31 - 50		5
31 - 51		8
31 - 52		5
31 - 53		8
31 - 54		7
31 - 55		8
31 - 56		7
31 - 57		6
31 - 58		6
31 - 59		7
31 - 60		8
31 - 61		8
31 - 62		7
31 - 63		6
31 - 64		8
31 - 65		8
31 - 66		8
31 - 67		8
31 - 68		6
31 - 69		7
31 - 70		8
31 - 71		8
31 - 72		8
31 - 73		8
31 - 74		8
31 - 75		7
31 - 76		8
31 - 77		6
31 - 78		8
31 - 79		8
31 - 80		8
31 - 81		8
31 - 82		8
31 - 83		8
31 - 84		8
31 - 85		6
31 - 86		8
31 - 87		7
31 - 88		8
31 - 89		8
31 - 90		8
31 - 91		8
31 - 92		8
31 - 93		8
31 - 94		8
31 - 95		8
31 - 96		8
31 - 97		8
31 - 98		8
31 - 99		8
31 - 100		8
31 - 101		8
31 - 102		10
31 - 103		8
31 - 104		8
31 - 105		8
31 - 106		8
31 - 107		8
31 - 108		8
31 - 109		8
31 - 110		10
31 - 111		8
31 - 112		8
31 - 113		8
31 - 114		8
31 - 115		8
31 - 116		8
31 - 117		7
31 - 118		8
31 - 119		8
31 - 120		8
31 - 121		7
31 - 122		6
31 - 123		9
31 - 124		8
31 - 125		8
31 - 126		8
31 - 127		8
31 - 128		8
31 - 129		8
31 - 130		9
31 - 131		6
31 - 132		8
31 - 133		9
31 - 134		8
31 - 135		8
31 - 136		8
31 - 137		8
31 - 138		9
31 - 139		8
31 - 140		8
31 - 141		8
31 - 142		8
31 - 143		8
31 - 144		8
31 - 145		5
31 - 146		7
31 - 147		7
31 - 148		5
31 - 149		6
31 - 150		6
31 - 151		9
31 - 152		9
31 - 153		8
31 - 154		6
31 - 155		6
31 - 156		9
31 - 157		9
31 - 158		6
31 - 159		6
31 - 160		7
31 - 161		10
31 - 162		8
31 - 163		6
31 - 164		6
31 - 165		8
31 - 166		10
31 - 167		7
31 - 168		7
31 - 169		8
31 - 170		8
31 - 171		10
31 - 172		8
31 - 173		6
31 - 174		4
31 - 175		6
31 - 176		8
31 - 177		10
31 - 178		8
31 - 179		8
31 - 180		7
31 - 181		9
31 - 182		8
31 - 183		8
31 - 184		10
31 - 185		4
31 - 186		4
31 - 187		10
31 - 188		8
31 - 189		8
31 - 190		9
30 - 32		4
30 - 33		10
30 - 34		10
30 - 35		10
30 - 36		9
30 - 37		9
30 - 38		8
30 - 39		8
30 - 40		9
30 - 41		9
30 - 42		4
30 - 43		2
30 - 44		6
30 - 45		9
30 - 46		9
30 - 47		8
30 - 48		7
30 - 49		8
30 - 50		5
30 - 51		6
30 - 52		7
30 - 53		8
30 - 54		7
30 - 55		8
30 - 56		7
30 - 57		6
30 - 58		8
30 - 59		7
30 - 60		8
30 - 61		8
30 - 62		7
30 - 63		6
30 - 64		8
30 - 65		8
30 - 66		6
30 - 67		6
30 - 68		8
30 - 69		7
30 - 70		8
30 - 71		8
30 - 72		8
30 - 73		6
30 - 74		8
30 - 75		7
30 - 76		8
30 - 77		6
30 - 78		8
30 - 79		8
30 - 80		8
30 - 81		8
30 - 82		6
30 - 83		8
30 - 84		8
30 - 85		8
30 - 86		8
30 - 87		7
30 - 88		8
30 - 89		8
30 - 90		8
30 - 91		8
30 - 92		8
30 - 93		8
30 - 94		8
30 - 95		8
30 - 96		8
30 - 97		8
30 - 98		8
30 - 99		8
30 - 100		8
30 - 101		8
30 - 102		10
30 - 103		8
30 - 104		8
30 - 105		8
30 - 106		8
30 - 107		8
30 - 108		8
30 - 109		8
30 - 110		8
30 - 111		8
30 - 112		8
30 - 113		8
30 - 114		8
30 - 115		10
30 - 116		8
30 - 117		7
30 - 118		8
30 - 119		8
30 - 120		8
30 - 121		7
30 - 122		6
30 - 123		9
30 - 124		8
30 - 125		8
30 - 126		8
30 - 127		8
30 - 128		10
30 - 129		8
30 - 130		7
30 - 131		6
30 - 132		8
30 - 133		9
30 - 134		8
30 - 135		8
30 - 136		8
30 - 137		8
30 - 138		7
30 - 139		6
30 - 140		8
30 - 141		8
30 - 142		8
30 - 143		10
30 - 144		6
30 - 145		5
30 - 146		7
30 - 147		9
30 - 148		5
30 - 149		6
30 - 150		6
30 - 151		9
30 - 152		9
30 - 153		8
30 - 154		6
30 - 155		8
30 - 156		7
30 - 157		7
30 - 158		4
30 - 159		6
30 - 160		7
30 - 161		10
30 - 162		8
30 - 163		6
30 - 164		8
30 - 165		10
30 - 166		8
30 - 167		5
30 - 168		7
30 - 169		8
30 - 170		8
30 - 171		10
30 - 172		8
30 - 173		6
30 - 174		6
30 - 175		8
30 - 176		10
30 - 177		8
30 - 178		6
30 - 179		6
30 - 180		7
30 - 181		9
30 - 182		8
30 - 183		8
30 - 184		10
30 - 185		6
30 - 186		6
30 - 187		8
30 - 188		6
30 - 189		8
30 - 190		9
29 - 31		8
29 - 32		10
29 - 33		10
29 - 34		10
29 - 35		10
29 - 36		9
29 - 37		9
29 - 38		8
29 - 39		8
29 - 40		7
29 - 41		5
29 - 42		2
29 - 43		4
29 - 44		10
29 - 45		9
29 - 46		9
29 - 47		8
29 - 48		7
29 - 49		6
29 - 50		5
29 - 51		6
29 - 52		9
29 - 53		8
29 - 54		7
29 - 55		6
29 - 56		7
29 - 57		6
29 - 58		8
29 - 59		9
29 - 60		8
29 - 61		6
29 - 62		7
29 - 63		8
29 - 64		6
29 - 65		8
29 - 66		8
29 - 67		6
29 - 68		8
29 - 69		9
29 - 70		8
29 - 71		6
29 - 72		8
29 - 73		8
29 - 74		6
29 - 75		7
29 - 76		8
29 - 77		8
29 - 78		8
29 - 79		6
29 - 80		8
29 - 81		8
29 - 82		8
29 - 83		8
29 - 84		6
29 - 85		8
29 - 86		8
29 - 87		9
29 - 88		8
29 - 89		8
29 - 90		8
29 - 91		8
29 - 92		8
29 - 93		8
29 - 94		8
29 - 95		8
29 - 96		8
29 - 97		8
29 - 98		6
29 - 99		8
29 - 100		8
29 - 101		8
29 - 102		8
29 - 103		8
29 - 104		8
29 - 105		8
29 - 106		8
29 - 107		8
29 - 108		8
29 - 109		8
29 - 110		8
29 - 111		10
29 - 112		8
29 - 113		10
29 - 114		8
29 - 115		8
29 - 116		8
29 - 117		7
29 - 118		8
29 - 119		8
29 - 120		8
29 - 121		9
29 - 122		6
29 - 123		7
29 - 124		8
29 - 125		8
29 - 126		10
29 - 127		8
29 - 128		8
29 - 129		8
29 - 130		7
29 - 131		8
29 - 132		6
29 - 133		7
29 - 134		8
29 - 135		10
29 - 136		10
29 - 137		8
29 - 138		7
29 - 139		6
29 - 140		6
29 - 141		8
29 - 142		10
29 - 143		8
29 - 144		6
29 - 145		7
29 - 146		7
29 - 147		7
29 - 148		7
29 - 149		8
29 - 150		8
29 - 151		7
29 - 152		7
29 - 153		8
29 - 154		8
29 - 155		10
29 - 156		5
29 - 157		7
29 - 158		6
29 - 159		8
29 - 160		9
29 - 161		8
29 - 162		6
29 - 163		8
29 - 164		10
29 - 165		8
29 - 166		6
29 - 167		7
29 - 168		9
29 - 169		10
29 - 170		10
29 - 171		8
29 - 172		6
29 - 173		6
29 - 174		8
29 - 175		10
29 - 176		8
29 - 177		6
29 - 178		6
29 - 179		8
29 - 180		9
29 - 181		9
29 - 182		10
29 - 183		10
29 - 184		8
29 - 185		6
29 - 186		8
29 - 187		6
29 - 188		6
29 - 189		10
29 - 190		7
28 - 30		8
28 - 31		10
28 - 32		10
28 - 33		10
28 - 34		10
28 - 35		10
28 - 36		9
28 - 37		9
28 - 38		8
28 - 39		6
28 - 40		5
28 - 41		3
28 - 42		4
28 - 43		6
28 - 44		10
28 - 45		9
28 - 46		9
28 - 47		8
28 - 48		7
28 - 49		4
28 - 50		7
28 - 51		6
28 - 52		9
28 - 53		8
28 - 54		7
28 - 55		6
28 - 56		5
28 - 57		8
28 - 58		8
28 - 59		9
28 - 60		8
28 - 61		4
28 - 62		5
28 - 63		8
28 - 64		8
28 - 65		8
28 - 66		8
28 - 67		6
28 - 68		8
28 - 69		9
28 - 70		8
28 - 71		8
28 - 72		8
28 - 73		8
28 - 74		6
28 - 75		7
28 - 76		6
28 - 77		8
28 - 78		8
28 - 79		8
28 - 80		8
28 - 81		8
28 - 82		8
28 - 83		8
28 - 84		6
28 - 85		8
28 - 86		8
28 - 87		9
28 - 88		8
28 - 89		8
28 - 90		8
28 - 91		8
28 - 92		8
28 - 93		8
28 - 94		8
28 - 95		8
28 - 96		8
28 - 97		8
28 - 98		6
28 - 99		8
28 - 100		8
28 - 101		8
28 - 102		8
28 - 103		8
28 - 104		8
28 - 105		8
28 - 106		8
28 - 107		8
28 - 108		8
28 - 109		8
28 - 110		8
28 - 111		10
28 - 112		10
28 - 113		8
28 - 114		8
28 - 115		8
28 - 116		8
28 - 117		7
28 - 118		8
28 - 119		8
28 - 120		8
28 - 121		9
28 - 122		6
28 - 123		7
28 - 124		10
28 - 125		8
28 - 126		8
28 - 127		8
28 - 128		8
28 - 129		8
28 - 130		7
28 - 131		8
28 - 132		6
28 - 133		7
28 - 134		8
28 - 135		8
28 - 136		8
28 - 137		8
28 - 138		7
28 - 139		6
28 - 140		6
28 - 141		10
28 - 142		8
28 - 143		8
28 - 144		6
28 - 145		7
28 - 146		9
28 - 147		7
28 - 148		7
28 - 149		8
28 - 150		8
28 - 151		7
28 - 152		7
28 - 153		10
28 - 154		10
28 - 155		8
28 - 156		5
28 - 157		7
28 - 158		6
28 - 159		8
28 - 160		9
28 - 161		8
28 - 162		8
28 - 163		10
28 - 164		8
28 - 165		6
28 - 166		6
28 - 167		7
28 - 168		9
28 - 169		10
28 - 170		10
28 - 171		8
28 - 172		8
28 - 173		8
28 - 174		10
28 - 175		8
28 - 176		6
28 - 177		4
28 - 178		6
28 - 179		8
28 - 180		9
28 - 181		9
28 - 182		10
28 - 183		10
28 - 184		8
28 - 185		8
28 - 186		10
28 - 187		4
28 - 188		4
28 - 189		10
28 - 190		7
27 - 29		4
27 - 30		10
27 - 31		10
27 - 32		10
27 - 33		10
27 - 34		10
27 - 35		10
27 - 36		9
27 - 37		9
27 - 38		8
27 - 39		6
27 - 40		3
27 - 41		1
27 - 42		6
27 - 43		8
27 - 44		10
27 - 45		9
27 - 46		9
27 - 47		8
27 - 48		7
27 - 49		4
27 - 50		5
27 - 51		8
27 - 52		9
27 - 53		8
27 - 54		7
27 - 55		6
27 - 56		5
27 - 57		6
27 - 58		8
27 - 59		9
27 - 60		8
27 - 61		4
27 - 62		5
27 - 63		8
27 - 64		6
27 - 65		6
27 - 66		8
27 - 67		8
27 - 68		8
27 - 69		9
27 - 70		8
27 - 71		8
27 - 72		6
27 - 73		8
27 - 74		8
27 - 75		7
27 - 76		6
27 - 77		8
27 - 78		8
27 - 79		8
27 - 80		8
27 - 81		6
27 - 82		8
27 - 83		8
27 - 84		8
27 - 85		8
27 - 86		8
27 - 87		9
27 - 88		8
27 - 89		8
27 - 90		8
27 - 91		8
27 - 92		8
27 - 93		8
27 - 94		8
27 - 95		6
27 - 96		8
27 - 97		8
27 - 98		8
27 - 99		8
27 - 100		8
27 - 101		8
27 - 102		8
27 - 103		8
27 - 104		8
27 - 105		8
27 - 106		8
27 - 107		8
27 - 108		10
27 - 109		8
27 - 110		8
27 - 111		8
27 - 112		10
27 - 113		8
27 - 114		8
27 - 115		8
27 - 116		8
27 - 117		7
27 - 118		8
27 - 119		8
27 - 120		10
27 - 121		7
27 - 122		6
27 - 123		7
27 - 124		10
27 - 125		8
27 - 126		8
27 - 127		8
27 - 128		8
27 - 129		10
27 - 130		7
27 - 131		6
27 - 132		6
27 - 133		7
27 - 134		8
27 - 135		8
27 - 136		8
27 - 137		8
27 - 138		9
27 - 139		6
27 - 140		6
27 - 141		10
27 - 142		8
27 - 143		8
27 - 144		8
27 - 145		7
27 - 146		9
27 - 147		7
27 - 148		5
27 - 149		8
27 - 150		8
27 - 151		7
27 - 152		7
27 - 153		10
27 - 154		10
27 - 155		8
27 - 156		7
27 - 157		9
27 - 158		8
27 - 159		6
27 - 160		9
27 - 161		8
27 - 162		8
27 - 163		10
27 - 164		8
27 - 165		6
27 - 166		8
27 - 167		9
27 - 168		9
27 - 169		10
27 - 170		10
27 - 171		8
27 - 172		8
27 - 173		8
27 - 174		10
27 - 175		8
27 - 176		6
27 - 177		6
27 - 178		8
27 - 179		10
27 - 180		7
27 - 181		9
27 - 182		10
27 - 183		10
27 - 184		8
27 - 185		8
27 - 186		10
27 - 187		6
27 - 188		6
27 - 189		8
27 - 190		5
26 - 28		7
26 - 29		9
26 - 30		9
26 - 31		9
26 - 32		9
26 - 33		9
26 - 34		9
26 - 35		9
26 - 36		8
26 - 37		8
26 - 38		7
26 - 39		1
26 - 40		2
26 - 41		4
26 - 42		9
26 - 43		9
26 - 44		9
26 - 45		8
26 - 46		8
26 - 47		7
26 - 48		4
26 - 49		3
26 - 50		6
26 - 51		9
26 - 52		8
26 - 53		7
26 - 54		6
26 - 55		5
26 - 56		4
26 - 57		7
26 - 58		9
26 - 59		8
26 - 60		7
26 - 61		5
26 - 62		6
26 - 63		5
26 - 64		7
26 - 65		7
26 - 66		7
26 - 67		9
26 - 68		9
26 - 69		8
26 - 70		7
26 - 71		7
26 - 72		7
26 - 73		7
26 - 74		9
26 - 75		6
26 - 76		7
26 - 77		7
26 - 78		5
26 - 79		7
26 - 80		7
26 - 81		7
26 - 82		7
26 - 83		7
26 - 84		9
26 - 85		9
26 - 86		9
26 - 87		8
26 - 88		7
26 - 89		7
26 - 90		7
26 - 91		7
26 - 92		5
26 - 93		7
26 - 94		7
26 - 95		7
26 - 96		7
26 - 97		7
26 - 98		9
26 - 99		9
26 - 100		9
26 - 101		7
26 - 102		7
26 - 103		7
26 - 104		7
26 - 105		7
26 - 106		9
26 - 107		7
26 - 108		7
26 - 109		7
26 - 110		7
26 - 111		7
26 - 112		7
26 - 113		7
26 - 114		7
26 - 115		7
26 - 116		7
26 - 117		6
26 - 118		7
26 - 119		9
26 - 120		7
26 - 121		6
26 - 122		7
26 - 123		6
26 - 124		7
26 - 125		7
26 - 126		7
26 - 127		9
26 - 128		7
26 - 129		7
26 - 130		6
26 - 131		5
26 - 132		7
26 - 133		6
26 - 134		7
26 - 135		7
26 - 136		7
26 - 137		9
26 - 138		6
26 - 139		5
26 - 140		7
26 - 141		7
26 - 142		7
26 - 143		9
26 - 144		5
26 - 145		6
26 - 146		6
26 - 147		8
26 - 148		4
26 - 149		7
26 - 150		7
26 - 151		8
26 - 152		8
26 - 153		7
26 - 154		7
26 - 155		7
26 - 156		8
26 - 157		6
26 - 158		5
26 - 159		3
26 - 160		8
26 - 161		9
26 - 162		9
26 - 163		7
26 - 164		5
26 - 165		7
26 - 166		9
26 - 167		6
26 - 168		8
26 - 169		9
26 - 170		9
26 - 171		9
26 - 172		9
26 - 173		9
26 - 174		7
26 - 175		5
26 - 176		5
26 - 177		7
26 - 178		9
26 - 179		7
26 - 180		4
26 - 181		8
26 - 182		9
26 - 183		9
26 - 184		9
26 - 185		9
26 - 186		7
26 - 187		5
26 - 188		7
26 - 189		5
26 - 190		4
25 - 27		7
25 - 28		9
25 - 29		9
25 - 30		9
25 - 31		9
25 - 32		9
25 - 33		9
25 - 34		9
25 - 35		9
25 - 36		8
25 - 37		8
25 - 38		7
25 - 39		3
25 - 40		4
25 - 41		6
25 - 42		9
25 - 43		9
25 - 44		9
25 - 45		8
25 - 46		8
25 - 47		7
25 - 48		2
25 - 49		5
25 - 50		6
25 - 51		9
25 - 52		8
25 - 53		7
25 - 54		6
25 - 55		3
25 - 56		6
25 - 57		7
25 - 58		9
25 - 59		8
25 - 60		7
25 - 61		5
25 - 62		6
25 - 63		7
25 - 64		7
25 - 65		7
25 - 66		7
25 - 67		9
25 - 68		9
25 - 69		8
25 - 70		7
25 - 71		7
25 - 72		7
25 - 73		7
25 - 74		9
25 - 75		4
25 - 76		7
25 - 77		7
25 - 78		7
25 - 79		7
25 - 80		7
25 - 81		7
25 - 82		7
25 - 83		7
25 - 84		9
25 - 85		9
25 - 86		9
25 - 87		8
25 - 88		7
25 - 89		5
25 - 90		7
25 - 91		7
25 - 92		7
25 - 93		7
25 - 94		7
25 - 95		7
25 - 96		7
25 - 97		7
25 - 98		9
25 - 99		9
25 - 100		9
25 - 101		7
25 - 102		7
25 - 103		9
25 - 104		7
25 - 105		7
25 - 106		7
25 - 107		7
25 - 108		7
25 - 109		7
25 - 110		7
25 - 111		7
25 - 112		7
25 - 113		7
25 - 114		7
25 - 115		7
25 - 116		7
25 - 117		6
25 - 118		9
25 - 119		7
25 - 120		7
25 - 121		6
25 - 122		7
25 - 123		6
25 - 124		7
25 - 125		9
25 - 126		7
25 - 127		7
25 - 128		7
25 - 129		7
25 - 130		6
25 - 131		5
25 - 132		7
25 - 133		6
25 - 134		9
25 - 135		9
25 - 136		7
25 - 137		7
25 - 138		6
25 - 139		5
25 - 140		7
25 - 141		7
25 - 142		9
25 - 143		7
25 - 144		5
25 - 145		6
25 - 146		6
25 - 147		6
25 - 148		4
25 - 149		7
25 - 150		7
25 - 151		8
25 - 152		8
25 - 153		7
25 - 154		7
25 - 155		9
25 - 156		6
25 - 157		4
25 - 158		5
25 - 159		3
25 - 160		8
25 - 161		9
25 - 162		9
25 - 163		7
25 - 164		7
25 - 165		9
25 - 166		7
25 - 167		4
25 - 168		8
25 - 169		9
25 - 170		9
25 - 171		9
25 - 172		9
25 - 173		9
25 - 174		7
25 - 175		7
25 - 176		7
25 - 177		9
25 - 178		7
25 - 179		5
25 - 180		2
25 - 181		8
25 - 182		9
25 - 183		9
25 - 184		9
25 - 185		9
25 - 186		7
25 - 187		7
25 - 188		9
25 - 189		3
25 - 190		2
24 - 26		3
24 - 27		8
24 - 28		8
24 - 29		8
24 - 30		8
24 - 31		8
24 - 32		8
24 - 33		8
24 - 34		8
24 - 35		8
24 - 36		7
24 - 37		7
24 - 38		6
24 - 39		2
24 - 40		5
24 - 41		7
24 - 42		8
24 - 43		8
24 - 44		8
24 - 45		7
24 - 46		7
24 - 47		6
24 - 48		1
24 - 49		4
24 - 50		7
24 - 51		8
24 - 52		7
24 - 53		6
24 - 54		5
24 - 55		2
24 - 56		5
24 - 57		8
24 - 58		8
24 - 59		7
24 - 60		6
24 - 61		4
24 - 62		5
24 - 63		6
24 - 64		8
24 - 65		8
24 - 66		8
24 - 67		8
24 - 68		8
24 - 69		7
24 - 70		6
24 - 71		6
24 - 72		8
24 - 73		8
24 - 74		8
24 - 75		3
24 - 76		6
24 - 77		6
24 - 78		6
24 - 79		6
24 - 80		6
24 - 81		8
24 - 82		8
24 - 83		8
24 - 84		8
24 - 85		8
24 - 86		8
24 - 87		7
24 - 88		6
24 - 89		4
24 - 90		6
24 - 91		6
24 - 92		6
24 - 93		6
24 - 94		6
24 - 95		8
24 - 96		8
24 - 97		8
24 - 98		8
24 - 99		8
24 - 100		8
24 - 101		6
24 - 102		6
24 - 103		8
24 - 104		6
24 - 105		6
24 - 106		6
24 - 107		6
24 - 108		6
24 - 109		8
24 - 110		8
24 - 111		8
24 - 112		6
24 - 113		6
24 - 114		6
24 - 115		6
24 - 116		8
24 - 117		5
24 - 118		8
24 - 119		6
24 - 120		6
24 - 121		7
24 - 122		6
24 - 123		5
24 - 124		6
24 - 125		8
24 - 126		6
24 - 127		6
24 - 128		6
24 - 129		6
24 - 130		7
24 - 131		6
24 - 132		6
24 - 133		5
24 - 134		8
24 - 135		8
24 - 136		6
24 - 137		6
24 - 138		5
24 - 139		6
24 - 140		6
24 - 141		6
24 - 142		8
24 - 143		6
24 - 144		4
24 - 145		5
24 - 146		5
24 - 147		5
24 - 148		5
24 - 149		6
24 - 150		6
24 - 151		7
24 - 152		7
24 - 153		6
24 - 154		6
24 - 155		8
24 - 156		5
24 - 157		3
24 - 158		4
24 - 159		4
24 - 160		7
24 - 161		8
24 - 162		8
24 - 163		6
24 - 164		6
24 - 165		8
24 - 166		6
24 - 167		3
24 - 168		7
24 - 169		8
24 - 170		8
24 - 171		8
24 - 172		8
24 - 173		8
24 - 174		6
24 - 175		6
24 - 176		6
24 - 177		8
24 - 178		6
24 - 179		4
24 - 180		3
24 - 181		7
24 - 182		8
24 - 183		8
24 - 184		8
24 - 185		8
24 - 186		6
24 - 187		6
24 - 188		8
24 - 189		4
24 - 190		3
23 - 25		8
23 - 26		8
23 - 27		9
23 - 28		9
23 - 29		9
23 - 30		9
23 - 31		9
23 - 32		9
23 - 33		9
23 - 34		9
23 - 35		7
23 - 36		4
23 - 37		2
23 - 38		3
23 - 39		7
23 - 40		8
23 - 41		8
23 - 42		9
23 - 43		9
23 - 44		9
23 - 45		6
23 - 46		4
23 - 47		5
23 - 48		6
23 - 49		7
23 - 50		8
23 - 51		9
23 - 52		6
23 - 53		5
23 - 54		4
23 - 55		7
23 - 56		8
23 - 57		9
23 - 58		7
23 - 59		6
23 - 60		5
23 - 61		7
23 - 62		8
23 - 63		9
23 - 64		9
23 - 65		9
23 - 66		7
23 - 67		7
23 - 68		7
23 - 69		6
23 - 70		5
23 - 71		9
23 - 72		7
23 - 73		7
23 - 74		7
23 - 75		8
23 - 76		9
23 - 77		9
23 - 78		9
23 - 79		7
23 - 80		7
23 - 81		7
23 - 82		7
23 - 83		7
23 - 84		7
23 - 85		7
23 - 86		7
23 - 87		6
23 - 88		9
23 - 89		9
23 - 90		9
23 - 91		7
23 - 92		7
23 - 93		7
23 - 94		7
23 - 95		7
23 - 96		7
23 - 97		7
23 - 98		7
23 - 99		7
23 - 100		7
23 - 101		7
23 - 102		7
23 - 103		7
23 - 104		7
23 - 105		7
23 - 106		7
23 - 107		7
23 - 108		7
23 - 109		7
23 - 110		7
23 - 111		7
23 - 112		7
23 - 113		7
23 - 114		7
23 - 115		7
23 - 116		7
23 - 117		6
23 - 118		7
23 - 119		7
23 - 120		7
23 - 121		8
23 - 122		5
23 - 123		6
23 - 124		7
23 - 125		7
23 - 126		7
23 - 127		7
23 - 128		7
23 - 129		7
23 - 130		8
23 - 131		7
23 - 132		5
23 - 133		6
23 - 134		7
23 - 135		7
23 - 136		7
23 - 137		7
23 - 138		8
23 - 139		7
23 - 140		5
23 - 141		7
23 - 142		7
23 - 143		7
23 - 144		7
23 - 145		4
23 - 146		6
23 - 147		8
23 - 148		6
23 - 149		3
23 - 150		5
23 - 151		4
23 - 152		6
23 - 153		7
23 - 154		7
23 - 155		9
23 - 156		8
23 - 157		8
23 - 158		7
23 - 159		7
23 - 160		4
23 - 161		5
23 - 162		7
23 - 163		9
23 - 164		9
23 - 165		9
23 - 166		9
23 - 167		8
23 - 168		2
23 - 169		3
23 - 170		5
23 - 171		7
23 - 172		9
23 - 173		9
23 - 174		9
23 - 175		9
23 - 176		9
23 - 177		9
23 - 178		9
23 - 179		9
23 - 180		8
23 - 181		2
23 - 182		1
23 - 183		7
23 - 184		9
23 - 185		9
23 - 186		9
23 - 187		9
23 - 188		9
23 - 189		9
23 - 190		8
22 - 24		3
22 - 25		2
22 - 26		4
22 - 27		7
22 - 28		9
22 - 29		9
22 - 30		9
22 - 31		9
22 - 32		9
22 - 33		9
22 - 34		9
22 - 35		9
22 - 36		8
22 - 37		8
22 - 38		7
22 - 39		5
22 - 40		4
22 - 41		6
22 - 42		9
22 - 43		9
22 - 44		9
22 - 45		8
22 - 46		8
22 - 47		7
22 - 48		4
22 - 49		5
22 - 50		6
22 - 51		9
22 - 52		8
22 - 53		7
22 - 54		6
22 - 55		5
22 - 56		6
22 - 57		7
22 - 58		9
22 - 59		8
22 - 60		7
22 - 61		5
22 - 62		6
22 - 63		7
22 - 64		7
22 - 65		7
22 - 66		7
22 - 67		9
22 - 68		9
22 - 69		8
22 - 70		7
22 - 71		7
22 - 72		7
22 - 73		7
22 - 74		9
22 - 75		6
22 - 76		7
22 - 77		7
22 - 78		7
22 - 79		7
22 - 80		7
22 - 81		7
22 - 82		7
22 - 83		7
22 - 84		9
22 - 85		9
22 - 86		9
22 - 87		8
22 - 88		7
22 - 89		7
22 - 90		7
22 - 91		7
22 - 92		7
22 - 93		7
22 - 94		7
22 - 95		7
22 - 96		7
22 - 97		7
22 - 98		9
22 - 99		9
22 - 100		9
22 - 101		7
22 - 102		7
22 - 103		7
22 - 104		7
22 - 105		7
22 - 106		7
22 - 107		7
22 - 108		7
22 - 109		7
22 - 110		7
22 - 111		7
22 - 112		7
22 - 113		7
22 - 114		7
22 - 115		7
22 - 116		7
22 - 117		8
22 - 118		7
22 - 119		7
22 - 120		7
22 - 121		6
22 - 122		7
22 - 123		8
22 - 124		7
22 - 125		7
22 - 126		7
22 - 127		7
22 - 128		7
22 - 129		7
22 - 130		6
22 - 131		5
22 - 132		7
22 - 133		8
22 - 134		7
22 - 135		7
22 - 136		7
22 - 137		7
22 - 138		6
22 - 139		5
22 - 140		7
22 - 141		7
22 - 142		7
22 - 143		7
22 - 144		5
22 - 145		6
22 - 146		8
22 - 147		6
22 - 148		4
22 - 149		7
22 - 150		7
22 - 151		8
22 - 152		8
22 - 153		9
22 - 154		9
22 - 155		7
22 - 156		6
22 - 157		4
22 - 158		5
22 - 159		3
22 - 160		8
22 - 161		9
22 - 162		9
22 - 163		9
22 - 164		9
22 - 165		7
22 - 166		5
22 - 167		4
22 - 168		8
22 - 169		9
22 - 170		9
22 - 171		9
22 - 172		9
22 - 173		9
22 - 174		9
22 - 175		9
22 - 176		9
22 - 177		7
22 - 178		5
22 - 179		3
22 - 180		2
22 - 181		8
22 - 182		9
22 - 183		9
22 - 184		9
22 - 185		9
22 - 186		9
22 - 187		9
22 - 188		7
22 - 189		1
22 - 190		2
21 - 23		3
21 - 24		8
21 - 25		9
21 - 26		9
21 - 27		10
21 - 28		10
21 - 29		10
21 - 30		10
21 - 31		10
21 - 32		10
21 - 33		8
21 - 34		8
21 - 35		6
21 - 36		3
21 - 37		1
21 - 38		2
21 - 39		8
21 - 40		9
21 - 41		9
21 - 42		10
21 - 43		10
21 - 44		8
21 - 45		7
21 - 46		5
21 - 47		4
21 - 48		7
21 - 49		8
21 - 50		9
21 - 51		8
21 - 52		7
21 - 53		6
21 - 54		3
21 - 55		8
21 - 56		9
21 - 57		8
21 - 58		8
21 - 59		7
21 - 60		4
21 - 61		8
21 - 62		9
21 - 63		8
21 - 64		8
21 - 65		8
21 - 66		8
21 - 67		8
21 - 68		8
21 - 69		7
21 - 70		6
21 - 71		8
21 - 72		8
21 - 73		8
21 - 74		8
21 - 75		9
21 - 76		8
21 - 77		8
21 - 78		8
21 - 79		8
21 - 80		8
21 - 81		8
21 - 82		8
21 - 83		8
21 - 84		8
21 - 85		8
21 - 86		8
21 - 87		5
21 - 88		8
21 - 89		8
21 - 90		8
21 - 91		8
21 - 92		8
21 - 93		8
21 - 94		8
21 - 95		8
21 - 96		8
21 - 97		8
21 - 98		8
21 - 99		6
21 - 100		8
21 - 101		8
21 - 102		8
21 - 103		8
21 - 104		8
21 - 105		8
21 - 106		8
21 - 107		8
21 - 108		8
21 - 109		10
21 - 110		8
21 - 111		8
21 - 112		8
21 - 113		8
21 - 114		8
21 - 115		8
21 - 116		8
21 - 117		7
21 - 118		8
21 - 119		8
21 - 120		10
21 - 121		7
21 - 122		6
21 - 123		7
21 - 124		8
21 - 125		8
21 - 126		8
21 - 127		8
21 - 128		10
21 - 129		8
